"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EXOSC8",218.673134436146,-0.150241496688086,0.0667659083299469,-2.25027263832936,0.0244316437262539,0.041758137373767
"EXOSC9",156.794093815772,-0.0988989213956121,0.0612892736396576,-1.61364159701216,0.106605188676393,0.152840744545326
"EXPH5",2178.351681527,0.140463838292246,0.0886243229002522,1.58493553118978,0.112980982634287,0.160757749569243
"EXT1",886.951022653093,-0.264852629187092,0.0667805191279917,-3.96601632699912,7.30838583773619e-05,0.000213430607424623
"EXT2",459.166491541148,-0.0255755943655058,0.0557949734514699,-0.458385277085064,0.646675667300022,0.70733710699016
"EXTL1",2.61191533393313,0.17312279199329,0.31910331180472,0.542528972871442,0.587454153895258,0.655506841091413
"EXTL2",143.159597535944,0.0208831619507169,0.0896413196067432,0.232963571289796,0.815789693426269,0.852689109062031
"EXTL3",198.524520364587,-0.170505180100365,0.0868819397053311,-1.96249278824404,0.0497051394184792,0.0782889476021443
"EXTL3-AS1",7.57683530945766,0.0217820248823949,0.252336474067388,0.0863213491545338,0.931210967646918,0.946122791260285
"EYA1",56.0391700761575,-0.14221211086979,0.297978294139275,-0.477256611192358,0.63317940345121,0.695110987406229
"EYA2",27.9356131992587,0.504399075591903,0.202541921092768,2.49034408714272,0.012761947555035,0.0234597342911918
"EYA3",423.44164233579,-0.160698872015032,0.0534447581884249,-3.00682194965635,0.00263994339332433,0.0056695649652365
"EYA4",203.833960691839,-1.81888413823379,0.15592559550333,-11.6650773874706,1.92228231422399e-31,9.72335036792747e-30
"EYS",34.0495038532127,0.0723705395978523,0.156498564361015,0.462435805039758,0.643768827803503,0.704606502972813
"EZH1",386.824572596695,-0.67983006770971,0.0786520412719429,-8.64351460833886,5.45097486382317e-18,7.6266611877058e-17
"EZH2",110.300137693654,0.599046011678019,0.111464160424329,5.37433744979134,7.68647884663785e-08,3.52954014502789e-07
"EZR",5043.15742110915,0.259030385262472,0.0766882647494648,3.37770565168878,0.000730932750462449,0.00175768338592708
"EZR-AS1",6.94435149745384,-0.470215749879045,0.219964001652269,-2.13769410606735,0.0325415781878462,0.053853396517945
"F10",40.6661322198772,-0.646170870817157,0.145285523378291,-4.44759295896723,8.68378828237388e-06,2.9597692959169e-05
"F11",97.3144128607785,-1.14693053122566,0.203044360429689,-5.64866972319984,1.61694164765851e-08,8.07391940608407e-08
"F11-AS1",3.30365188093028,-0.103247237793512,0.346802998844885,-0.297711490781229,0.765923372527769,0.811082310170003
"F11R",725.137240141387,0.204896628904311,0.0723015000043757,2.83391947458782,0.00459809168987514,0.0093453972187114
"F12",8.14720418383661,2.35759641776934,0.264981309068607,8.89721779266675,5.72640601575962e-19,8.85696269082991e-18
"F13A1",488.101704132846,0.488652759075853,0.130301732583045,3.75016317426494,0.000176719536517941,0.000478587398423739
"F2R",1090.89054514176,0.331146705095774,0.126676289222365,2.61411750477222,0.00894582640350894,0.0170426168024029
"F2RL1",120.900017419239,2.02491106707593,0.144883115987949,13.9761700545173,2.17902771149288e-44,3.32969124542571e-42
"F2RL2",38.6160201254715,0.8270584831375,0.164684177567176,5.0220883108223,5.11126708787177e-07,2.10168274481017e-06
"F2RL3",43.6557965860726,-1.36665404574273,0.188688022431458,-7.24292950941904,4.39095160063447e-13,3.67625683924606e-12
"F3",937.611264768496,0.014288984794851,0.132535940245118,0.107812150941279,0.914144704017884,0.932875081519789
"F5",87.1545142099845,1.06005791237288,0.173808092626336,6.09901355198609,1.06725022598107e-09,6.16563046228888e-09
"F7",1.87924072687273,0.461775704315185,0.381981743334688,1.20889469817038,0.226703303304851,0.294056380172231
"F8",618.911618171522,-1.13284557048369,0.114203563931179,-9.9195290539826,3.42367739805514e-23,8.04536622702394e-22
"F8A1",55.3603814514156,0.637260510398644,0.158956023420624,4.00903656675122,6.0966976251373e-05,0.000180868283073041
"FA2H",31.420634369182,2.05451667250099,0.185862708559499,11.0539477683513,2.09782281194467e-28,8.03504679651144e-27
"FAAH",63.3480802043685,0.307566532844148,0.142433159752968,2.15937449802828,0.0308211247204967,0.0513409820268487
"FAAH2",121.003718928572,0.87391448238041,0.107410892642258,8.13618117196983,4.07941210032794e-16,4.72654710441331e-15
"FAAHP1",3.09011927231821,-0.161314179763285,0.321685034189593,-0.501466225090878,0.616043042135604,0.680615975613043
"FAAP100",56.1970009280142,-0.29016370128802,0.14948434918178,-1.9410975321247,0.0522464483577726,0.0817980309800953
"FAAP20",88.9382628390366,-0.0311354086445015,0.103162435200051,-0.301809554845466,0.762797246623384,0.808417169830063
"FAAP24",10.2097549206489,0.449408901565045,0.20990260533217,2.14103536663519,0.0322711861213331,0.053448350819273
"FABP2",2.61269015752382,0.320416939144327,0.403033200145233,0.795013758243401,0.426605499052587,0.502417403573109
"FABP3",69.0124106252054,0.552965103347348,0.165594933355129,3.33926341913782,0.000840008678649686,0.00199467035188917
"FABP4",446.6247812204,-1.81430759834223,0.208151725911172,-8.71627458480207,2.87505544232515e-18,4.13764142700699e-17
